19 Z-9 CISTERNAAEREA 1.604442800276177 -72.68643948191286 -37.79638710806515 1 -1 1 2016-12-30T19:32 2016-12-30T19:21 2016-12-30T19:38 2016-12-30T19:47 2016-12-30T19:34
20 W-10 CHINOOK 0.15275872889594214 -72.68643948191286 -37.79638710806515 1 -1 1 2016-12-30T19:36 2016-12-30T19:20 2016-12-30T19:42 2016-12-30T19:53 2016-12-30T19:36
21 3110 TERRESTRE 0.0 -72.6926124133748 -37.52302672645459 0 -1 1 2016-12-30T20:31 2016-12-30T19:30 2016-12-30T21:35 2016-12-30T23:09 2016-12-30T21:13
22 214 TERRESTRE 0.06422608319158371 -72.3992172251887 -35.48333050041868 1 -1 1 2016-12-30T23:59 2016-12-31T00:01 2016-12-30T23:21 2016-12-30T21:39 2016-12-31T00:41
23 216 TERRESTRE 1.961322192884415 -70.56504004780913 -33.63554607424722 1 -1 1 2016-12-31T01:22 2016-12-31T01:24 2016-12-31T00:44 2016-12-30T22:15 2016-12-31T02:04
24 711 TERRESTRE 7.582643186016728 -72.79477287784924 -38.620831980904754 1 -1 1 2016-12-30T21:41 2016-12-30T22:01 2016-12-30T23:24 2016-12-31T00:57 2016-12-30T22:14
25 713 CISTERNA 1.5078216355229184 -72.79477287784924 -38.620831980904754 1 -1 1 2016-12-30T21:41 2016-12-30T22:01 2016-12-30T23:24 2016-12-31T00:57 2016-12-30T22:14
26 613 TERRESTRE 0.05207859057726599 -72.2647738680613 -37.729999294044106 1 -1 1 2016-12-30T19:36 2016-12-30T20:18 2016-12-30T21:19 2016-12-30T22:52 2016-12-30T20:16
27 514 TERRESTRE 2.220752280718218 -73.23005181471346 -38.30277423672821 1 -1 1 2016-12-30T22:04 2016-12-30T21:47 2016-12-30T23:25 2016-12-31T00:59 2016-12-30T22:37
28 515 TERRESTRE 1.9221941534441704 -73.23005181471346 -38.30277423672821 1 -1 1 2016-12-30T22:04 2016-12-30T21:47 2016-12-30T23:25 2016-12-31T00:59 2016-12-30T22:37
29 516 CISTERNA 0.4889062613826873 -73.23005181471346 -38.30277423672821 1 -1 1 2016-12-30T22:04 2016-12-30T21:47 2016-12-30T23:25 2016-12-31T00:59 2016-12-30T22:37
30 Z-2 CISTERNAAEREA 0.6244871005399331 -71.60423365986381 -35.371105469807375 1 -1 1 2016-12-30T19:40 2016-12-30T19:51 2016-12-30T19:30 2016-12-30T19:19 2016-12-30T19:39
31 318 HELITRANSPORTADA 0.595203630847637 -72.62421724797369 -37.513331384362665 1 -1 1 2016-12-30T19:37 2016-12-30T19:22 2016-12-30T19:41 2016-12-30T19:56 2016-12-30T19:39
32 311 CISTERNA 0.4112195528532294 -72.62421724797369 -37.513331384362665 1 -1 1 2016-12-30T20:27 2016-12-30T19:34 2016-12-30T21:31 2016-12-30T23:05 2016-12-30T21:09
33 319 MECANIZADA 0.27090197991063547 -72.62421724797369 -37.513331384362665 1 -1 1 2016-12-30T20:27 2016-12-30T19:34 2016-12-30T21:31 2016-12-30T23:05 2016-12-30T21:09
34 213 TERRESTRE 0.017645865689402514 -71.80504968076887 -35.391663719584734 1 -1 1 2016-12-30T22:57 2016-12-30T23:00 2016-12-30T22:19 2016-12-30T19:31 2016-12-30T23:40
35 615 TERRESTRE 0.553494056927741 -72.33156929125937 -38.23139027616788 1 -1 1 2016-12-30T20:27 2016-12-30T20:58 2016-12-30T22:09 2016-12-30T23:43 2016-12-30T20:59
36 519 MECANIZADA 2.072206738198264 -72.63032918220371 -37.75916561481369 1 -1 1 2016-12-30T20:28 2016-12-30T20:02 2016-12-30T21:41 2016-12-30T23:14 2016-12-30T21:01
37 512 HELITRANSPORTADA 4.903325935958326 -72.63032918220371 -37.75916561481369 1 -1 1 2016-12-30T19:35 2016-12-30T19:24 2016-12-30T19:44 2016-12-30T19:57 2016-12-30T19:38
38 417 HELITRANSPORTADA 0.0 -72.90835039740145 -37.16118976245142 0 -1 1 2016-12-30T19:45 2016-12-30T19:23 2016-12-30T19:51 2016-12-30T20:00 2016-12-30T19:49
39 415 TERRESTRE 0.6163931342962665 -72.90835039740145 -37.16118976245142 1 -1 1 2016-12-30T21:36 2016-12-30T21:15 2016-12-30T21:46 2016-12-30T23:20 2016-12-30T22:18
40 315 TERRESTRE 0.6612416507187151 -73.39782868981612 -37.80305387024747 1 -1 1 2016-12-30T22:15 2016-12-30T21:48 2016-12-30T23:36 2016-12-31T00:55 2016-12-30T22:47
41 416 TERRESTRE 1.0566443110235515 -72.61199495823381 -37.40388694147487 1 -1 1 2016-12-30T20:19 2016-12-30T20:07 2016-12-30T21:23 2016-12-30T22:57 2016-12-30T21:01
 Z-1 CISTERNAAEREA 1.6432764909272746 -72.41255045082566 -37.128609036044885 1 -1 1 2016-12-30T19:26 2016-12-30T19:27 2016-12-30T19:31 2016-12-30T19:42 2016-12-30T19:29
 W-9 CHINOOK 2.7965038898013734 -72.41310609207892 -37.13777572424348 1 -1 1 2016-12-30T19:28 2016-12-30T19:31 2016-12-30T19:32 2016-12-30T19:43 2016-12-30T19:29
 412 HELITRANSPORTADA 0.356954230734824 -72.41310609207892 -37.13777572424348 1 -1 1 2016-12-30T19:28 2016-12-30T19:32 2016-12-30T19:34 2016-12-30T19:47 2016-12-30T19:33
 411 CISTERNA 0.1803151244301803 -72.41310609207892 -37.13777572424348 1 -1 1 2016-12-30T20:26 2016-12-30T20:29 2016-12-30T20:45 2016-12-30T22:19 2016-12-30T21:09
 419 MECANIZADA 1.629071136715662 -72.41310609207892 -37.13777572424348 1 -1 1 2016-12-30T20:26 2016-12-30T20:29 2016-12-30T20:45 2016-12-30T22:19 2016-12-30T21:09
 414 TERRESTRE 1.4440394374554668 -72.07211742347977 -37.16639125294663 1 -1 1 2016-12-30T20:48 2016-12-30T20:55 2016-12-30T20:25 2016-12-30T22:24 2016-12-30T21:35
